GEOID,NAME,racial_majority,total_filings_12months,eviction_rate_12months,SVI_numeric,ALAND,AWATER,estimated_population,SVI_normalized,eviction_rate_normalized
39049002730,27.30,Black,170,182.62250210015878,0.95,930882,0,930.882,0.95,0.4673010760534049
39049002740,27.40,White,17,12.065166091205558,0.12,1409015,0,1409.015,0.12,0.030872784198801687
39049002750,27.50,Black,87,93.0034667843998,0.902,935449,0,935.449,0.902,0.23798064096839106
39049002760,27.60,White,99,75.48936553094568,0.588,1311443,0,1311.443,0.588,0.19316492402372498
39049002770,27.70,Black,70,79.69370294513772,0.889,878363,0,878.363,0.889,0.20392313495145611
39049002780,27.80,White,16,9.254830009017676,0.366,1728827,41712,1728.827,0.366,0.023681594393736776
39049002800,28,Black,104,91.04661586732406,0.681,1142272,0,1142.272,0.681,0.2329733799315005
39049002900,29,Black,98,109.27401909842244,0.945,896828,0,896.828,0.945,0.27961431982443924
39049003000,30,White,102,28.9347829848725,0.318,3525169,21265,3525.169,0.318,0.07403937120950722
39049003200,32,White,29,19.098535932578216,0.215,1518441,138984,1518.441,0.215,0.04887002581666336
39049003600,36,Other,81,92.86977937121426,0.655,872189,0,872.189,0.655,0.23763855677110995
39049003700,37,Other,81,38.737094211004305,0.49,2091019,40588,2091.019,0.49,0.09912188038063625
39049003800,38,White,58,77.36881983202963,0.24,749656,0,749.656,0.24,0.19797413979499967
39049004001,40.01,White,49,63.153282037402214,0.53,775890,690,775.89,0.53,0.1615989065586051
39049004002,40.02,White,187,147.30591657758725,0.309,1269467,73669,1269.467,0.309,0.3769317172534773
39049004200,42,White,107,90.0833397177445,0.575,1187789,173215,1187.789,0.575,0.23050851401378225
39049004301,43.01,White,66,25.29849347471358,0.07,2608851,1093586,2608.851,0.07,0.06473470184293034
39049004302,43.02,Other,57,22.58841879879544,0.654,2523417,200201,2523.417,0.654,0.057800064557394386
39049004500,45,White,126,49.7163014228332,0.823,2534380,12005,2534.38,0.823,0.1272158736470689
39049004610,46.10,White,22,14.78392288705822,0.435,1488103,2655,1488.103,0.435,0.0378296376074395
39049004620,46.20,White,66,89.2131803011891,0.876,739801,0,739.801,0.876,0.22828191856679111
39049004700,47,Other,155,116.77006467554872,0.861,1327395,0,1327.395,0.861,0.2987954728808973
39049004810,48.10,White,34,43.03759333778055,0.419,790007,0,790.007,0.419,0.11012615338313346
39049004820,48.20,White,67,79.17590877989925,0.833,846217,0,846.217,0.833,0.20259818447817102
39049004900,49,White,198,81.42672787105296,0.841,2431634,0,2431.634,0.841,0.20835766193139754
39049005001,50.01,White,50,68.88921649538511,0.846,725803,0,725.803,0.846,0.17627622350236896
39049005002,50.02,White,176,124.11856425850794,0.94,1417999,0,1417.999,0.94,0.3175990799008662
39049005100,51,Black,97,24.275179429863623,1,3995851,236573,3995.851,1,0.062116208783204965
39049005200,52,White,23,21.080513814610626,0.012,1091055,0,1091.055,0.012,0.05394158264200919
39049005300,53,Other,90,61.21928407448346,0.912,1470125,0,1470.125,0.912,0.15665012248893243
39049005410,54.10,Black,61,60.98493672063,0.982,1000247,12322,1000.247,0.982,0.15605046598786265
39049005420,54.20,Black,73,76.98205052764341,0.846,948273,0,948.273,0.846,0.19698446048360255
39049005500,55,Black,153,103.32252836304701,0.629,1480800,0,1480.8,0.629,0.2643854296669848
39049005610,56.10,Black,39,61.6948037156091,0.345,632144,0,632.144,0.345,0.15786689937801845
39049005620,56.20,White,60,82.69896336849418,0.651,725523,0,725.523,0.651,0.21161310422416363
39049005700,57,White,13,6.3107623255256255,0.006,2059973,219764,2059.973,0.006,0.016148207321231574
39049005810,58.10,White,13,14.102735171245174,0.039,921807,49227,921.807,0.039,0.03608658979606292
39049005820,58.20,White,39,51.15579300005116,0.536,762377,0,762.377,0.536,0.13089929685761523
39049005900,59,Black,68,87.08938316382923,0.747,780807,0,780.807,0.747,0.2228474694918184
39049006000,60,White,134,138.3545717926003,0.731,968526,0,968.526,0.731,0.35402669184836433
39049006100,61,White,129,122.25043143030162,0.818,1055211,0,1055.211,0.818,0.31281883392464627
39049006236,62.36,White,0,0,0.005,6512296,138518,6512.296,0.005,0
39049006237,62.37,White,70,15.899099770258006,0.292,4402765,167927,4402.765,0.292,0.040683192626762
39049006238,62.38,White,15,3.077661084268207,0.179,4873831,179385,4873.831,0.179,0.007875230707426451
39049006239,62.39,Other,56,9.007804780281143,0.172,6216831,62123,6216.831,0.172,0.023049497287008874
39049006240,62.40,White,16,1.030882999611808,0.19,15520675,50101,15520.675,0.19,0.0026378607754457047
39049006241,62.41,White,85,9.780328078228816,0.246,8690915,33139,8690.915,0.246,0.025026257895672987
39049006301,63.01,White,9,5.187648784649171,0.352,1734890,260437,1734.89,0.352,0.013274343694645873
39049006302,63.02,White,52,26.981926260471063,0.506,1927216,6374,1927.216,0.506,0.069042330657569
39049006310,63.10,White,3,0.7162928692328575,0.021,4188231,161516,4188.231,0.021,0.001832876150050318
39049006321,63.21,White,1,0.23018678737047968,0.074,4344298,38312,4344.298,0.074,5.890102927869585e-4
39049006323,63.23,White,5,2.1494217840458743,0.022,2326207,0,2326.207,0.022,0.005500018349471475
39049006330,63.30,White,1,0.35134787585614696,0.033,2846182,151941,2846.182,0.033,8.990416765104262e-4
39049006340,63.40,White,2,0.6100066094216131,0.243,3278653,106553,3278.653,0.243,0.0015609070169571454
39049006351,63.51,White,10,4.383112044616574,0.262,2281484,15132,2281.484,0.262,0.011215665930305879
39049006352,63.52,White,108,131.14770024007314,0.281,823499,0,823.499,0.281,0.33558548776483044
39049006353,63.53,White,53,30.47265969973506,0.369,1739264,0,1739.264,0.369,0.07797454587543426
39049006372,63.72,White,103,45.83338895637818,0.814,2247270,60203,2247.27,0.814,0.11728013652306182
39049006384,63.84,White,64,26.0261945514975,0.192,2459061,13035,2459.061,0.192,0.06659676972786077
39049006386,63.86,White,36,8.309984584978595,0.457,4332138,47096,4332.138,0.457,0.021263889684404496
39049006387,63.87,White,73,18.912990141150495,0.492,3859781,48699,3859.781,0.492,0.048395244521947545
39049006391,63.91,White,4,0.6133882724762715,0.004,6521155,116491,6521.155,0.004,0.0015695601389225055
39049006392,63.92,White,0,0,0.02,4125345,61839,4125.345,0.02,0
